Date,Year,Month,Day,Weekday,Week_Number,Year_Week,Open,High,Low,Close,Volume,Adj Close,Return,Short_MA,Long_MA
11/3/2016,2016,11,3,Thursday,44,2016-44,10.65,10.65,10.65,10.65,0,9.59,0,9.661428571,9.705
11/4/2016,2016,11,4,Friday,44,2016-44,10.63,10.63,10.63,10.63,0,9.58,-0.001878006,9.655714286,9.7026
11/7/2016,2016,11,7,Monday,45,2016-45,10.67,10.67,10.67,10.67,0,9.61,0.003762979,9.650714286,9.7008
11/8/2016,2016,11,8,Tuesday,45,2016-45,10.68,10.68,10.68,10.68,0,9.62,0.000937243,9.645,9.699
11/9/2016,2016,11,9,Wednesday,45,2016-45,10.7,10.7,10.7,10.7,0,9.64,0.001872632,9.640714286,9.6976
11/10/2016,2016,11,10,Thursday,45,2016-45,10.69,10.69,10.69,10.69,0,9.63,-0.000934714,9.635714286,9.6962
11/11/2016,2016,11,11,Friday,45,2016-45,10.69,10.69,10.69,10.69,0,9.63,0,9.630714286,9.6944
11/14/2016,2016,11,14,Monday,46,2016-46,10.67,10.67,10.67,10.67,0,9.61,-0.001870781,9.625,9.692
11/15/2016,2016,11,15,Tuesday,46,2016-46,10.69,10.69,10.69,10.69,0,9.63,0.001874287,9.622142857,9.6898
11/16/2016,2016,11,16,Wednesday,46,2016-46,10.68,10.68,10.68,10.68,0,9.62,-0.000935291,9.619285714,9.6872
11/17/2016,2016,11,17,Thursday,46,2016-46,10.71,10.71,10.71,10.71,0,9.65,0.002808997,9.619285714,9.6852
11/18/2016,2016,11,18,Friday,46,2016-46,10.7,10.7,10.7,10.7,0,9.64,-0.000933742,9.619285714,9.6844
11/21/2016,2016,11,21,Monday,47,2016-47,10.72,10.72,10.72,10.72,0,9.66,0.001869131,9.621428571,9.6838
11/22/2016,2016,11,22,Tuesday,47,2016-47,10.74,10.74,10.74,10.74,0,9.67,0.001865644,9.627142857,9.6838
11/23/2016,2016,11,23,Wednesday,47,2016-47,10.76,10.76,10.76,10.76,0,9.69,0.001862367,9.634285714,9.6842
11/25/2016,2016,11,25,Friday,47,2016-47,10.78,10.78,10.78,10.78,0,9.71,0.00185861,9.643571429,9.6848
11/28/2016,2016,11,28,Monday,48,2016-48,10.76,10.76,10.76,10.76,0,9.69,-0.001855162,9.649285714,9.6848
11/29/2016,2016,11,29,Tuesday,48,2016-48,10.75,10.75,10.75,10.75,0,9.68,-0.000929502,9.653571429,9.6844
11/30/2016,2016,11,30,Wednesday,48,2016-48,10.75,10.75,10.75,10.75,0,9.68,0,9.656428571,9.6838
12/1/2016,2016,12,1,Thursday,48,2016-48,10.72,10.72,10.72,10.72,0,9.66,-0.002790706,9.658571429,9.6822
12/2/2016,2016,12,2,Friday,48,2016-48,10.72,10.72,10.72,10.72,0,9.66,0,9.660714286,9.6802
12/5/2016,2016,12,5,Monday,49,2016-49,10.74,10.74,10.74,10.74,0,9.67,0.001865644,9.665,9.6784
12/6/2016,2016,12,6,Tuesday,49,2016-49,10.77,10.77,10.77,10.77,0,9.7,0.002793304,9.67,9.6772
12/7/2016,2016,12,7,Wednesday,49,2016-49,10.79,10.79,10.79,10.79,0,9.72,0.001856983,9.677142857,9.6764
12/8/2016,2016,12,8,Thursday,49,2016-49,10.81,10.81,10.81,10.81,0,9.74,0.001853737,9.683571429,9.676
12/9/2016,2016,12,9,Friday,49,2016-49,10.81,10.81,10.81,10.81,0,9.74,0,9.690714286,9.6758
12/12/2016,2016,12,12,Monday,50,2016-50,10.8,10.8,10.8,10.8,0,9.73,-0.0009253,9.695714286,9.6752
12/13/2016,2016,12,13,Tuesday,50,2016-50,10.81,10.81,10.81,10.81,0,9.74,0.000926157,9.700714286,9.6748
12/14/2016,2016,12,14,Wednesday,50,2016-50,10.81,10.81,10.81,10.81,0,9.74,0,9.704285714,9.6746
12/15/2016,2016,12,15,Thursday,50,2016-50,10.81,10.81,10.81,10.81,0,9.74,0,9.706428571,9.6742
12/16/2016,2016,12,16,Friday,50,2016-50,10.81,10.81,10.81,10.81,0,9.74,0,9.71,9.674
12/19/2016,2016,12,19,Monday,51,2016-51,10.8,10.8,10.8,10.8,0,9.73,-0.0009253,9.713571429,9.6738
12/20/2016,2016,12,20,Tuesday,51,2016-51,10.82,10.82,10.82,10.82,0,9.75,0.001852119,9.718571429,9.674
12/21/2016,2016,12,21,Wednesday,51,2016-51,10.82,10.82,10.82,10.82,0,9.75,0,9.725,9.6748
12/22/2016,2016,12,22,Thursday,51,2016-51,10.81,10.81,10.81,10.81,0,9.74,-0.00092425,9.730714286,9.6758
12/23/2016,2016,12,23,Friday,51,2016-51,10.83,10.83,10.83,10.83,0,9.76,0.001850111,9.737142857,9.6776
12/27/2016,2016,12,27,Tuesday,52,2016-52,10.85,10.85,10.85,10.85,0,9.77,0.001846695,9.742142857,9.6796
12/28/2016,2016,12,28,Wednesday,52,2016-52,10.84,10.84,10.84,10.84,0,9.76,-0.000921694,9.745,9.6816
12/29/2016,2016,12,29,Thursday,52,2016-52,10.78,10.78,10.78,10.78,0,9.75,-0.001019331,9.745714286,9.683
12/30/2016,2016,12,30,Friday,52,2016-52,10.77,10.77,10.77,10.77,0,9.75,-0.000927592,9.746428571,9.684
1/3/2017,2017,1,3,Tuesday,1,2017-01,10.79,10.79,10.79,10.79,0,9.76,0.001856808,9.748571429,9.6852
1/4/2017,2017,1,4,Wednesday,1,2017-01,10.82,10.82,10.82,10.82,0,9.79,0.00278049,9.752142857,9.687
1/5/2017,2017,1,5,Thursday,1,2017-01,10.83,10.83,10.83,10.83,0,9.8,0.000924358,9.756428571,9.689
1/6/2017,2017,1,6,Friday,1,2017-01,10.84,10.84,10.84,10.84,0,9.81,0.000923212,9.761428571,9.6914
1/9/2017,2017,1,9,Monday,2,2017-02,10.84,10.84,10.84,10.84,0,9.81,0,9.766428571,9.6942
1/10/2017,2017,1,10,Tuesday,2,2017-02,10.86,10.86,10.86,10.86,0,9.83,0.001844915,9.773571429,9.6976
1/11/2017,2017,1,11,Wednesday,2,2017-02,10.87,10.87,10.87,10.87,0,9.84,0.000920856,9.78,9.7014
1/12/2017,2017,1,12,Thursday,2,2017-02,10.88,10.88,10.88,10.88,0,9.85,0.000919815,9.787142857,9.7056
1/13/2017,2017,1,13,Friday,2,2017-02,10.9,10.9,10.9,10.9,0,9.86,0.001838327,9.795714286,9.7102
1/17/2017,2017,1,17,Tuesday,3,2017-03,10.86,10.86,10.86,10.86,0,9.83,-0.003669713,9.800714286,9.715
1/18/2017,2017,1,18,Wednesday,3,2017-03,10.88,10.88,10.88,10.88,0,9.85,0.001841518,9.806428571,9.7202
1/19/2017,2017,1,19,Thursday,3,2017-03,10.88,10.88,10.88,10.88,0,9.85,0,9.812857143,9.7256
1/20/2017,2017,1,20,Friday,3,2017-03,10.88,10.88,10.88,10.88,0,9.85,0,9.82,9.7304
1/23/2017,2017,1,23,Monday,4,2017-04,10.86,10.86,10.86,10.86,0,9.83,-0.001838133,9.825714286,9.7346
1/24/2017,2017,1,24,Tuesday,4,2017-04,10.9,10.9,10.9,10.9,0,9.86,0.00368323,9.832857143,9.739
1/25/2017,2017,1,25,Wednesday,4,2017-04,10.92,10.92,10.92,10.92,0,9.88,0.001834857,9.839285714,9.744
1/26/2017,2017,1,26,Thursday,4,2017-04,10.94,10.94,10.94,10.94,0,9.9,0.001831593,9.846428571,9.7494
1/27/2017,2017,1,27,Friday,4,2017-04,10.94,10.94,10.94,10.94,0,9.9,0,9.852857143,9.7552
1/30/2017,2017,1,30,Monday,5,2017-05,10.9,10.9,10.9,10.9,0,9.86,-0.003656392,9.856428571,9.7598
1/31/2017,2017,1,31,Tuesday,5,2017-05,10.91,10.91,10.91,10.91,0,9.87,0.000917477,9.859285714,9.7648
2/1/2017,2017,2,1,Wednesday,5,2017-05,10.92,10.92,10.92,10.92,0,9.88,0.000916539,9.862142857,9.7694
2/2/2017,2017,2,2,Thursday,5,2017-05,10.92,10.92,10.92,10.92,0,9.88,0,9.864285714,9.7742
2/3/2017,2017,2,3,Friday,5,2017-05,10.93,10.93,10.93,10.93,0,9.89,0.000915796,9.866428571,9.7788
2/6/2017,2017,2,6,Monday,6,2017-06,10.92,10.92,10.92,10.92,0,9.88,-0.000914958,9.87,9.783
2/7/2017,2017,2,7,Tuesday,6,2017-06,10.91,10.91,10.91,10.91,0,9.87,-0.0009157,9.871428571,9.7866
2/8/2017,2017,2,8,Wednesday,6,2017-06,10.92,10.92,10.92,10.92,0,9.88,0.000916539,9.873571429,9.79
2/9/2017,2017,2,9,Thursday,6,2017-06,10.95,10.95,10.95,10.95,0,9.91,0.002747389,9.877857143,9.7944
2/10/2017,2017,2,10,Friday,6,2017-06,10.98,10.98,10.98,10.98,0,9.94,0.002739669,9.885714286,9.7996
2/13/2017,2017,2,13,Monday,7,2017-07,11,11,11,11,0,9.95,0.001821488,9.892142857,9.805
2/14/2017,2017,2,14,Tuesday,7,2017-07,11.01,11.01,11.01,11.01,0,9.96,0.000909136,9.897857143,9.811
2/15/2017,2017,2,15,Wednesday,7,2017-07,11.03,11.03,11.03,11.03,0,9.98,0.001816525,9.903571429,9.8174
2/16/2017,2017,2,16,Thursday,7,2017-07,11.01,11.01,11.01,11.01,0,9.96,-0.001813231,9.907857143,9.8232
2/17/2017,2017,2,17,Friday,7,2017-07,11.01,11.01,11.01,11.01,0,9.96,0,9.915,9.8284
2/21/2017,2017,2,21,Tuesday,8,2017-08,11.03,11.03,11.03,11.03,0,9.98,0.001816525,9.922857143,9.8336
2/22/2017,2017,2,22,Wednesday,8,2017-08,11.02,11.02,11.02,11.02,0,9.97,-0.000906663,9.929285714,9.8382
2/23/2017,2017,2,23,Thursday,8,2017-08,11,11,11,11,0,9.95,-0.001814876,9.934285714,9.8424
2/24/2017,2017,2,24,Friday,8,2017-08,11,11,11,11,0,9.95,0,9.938571429,9.8468
2/27/2017,2017,2,27,Monday,9,2017-09,11.02,11.02,11.02,11.02,0,9.97,0.001818176,9.945,9.8514
2/28/2017,2017,2,28,Tuesday,9,2017-09,11.02,11.02,11.02,11.02,0,9.97,0,9.952142857,9.856
3/1/2017,2017,3,1,Wednesday,9,2017-09,11.07,11.07,11.07,11.07,0,10.02,0.004537239,9.962142857,9.8616
3/2/2017,2017,3,2,Thursday,9,2017-09,11.05,11.05,11.05,11.05,0,10,-0.001806679,9.968571429,9.8668
3/3/2017,2017,3,3,Friday,9,2017-09,11.05,11.05,11.05,11.05,0,10,0,9.972857143,9.8722
3/6/2017,2017,3,6,Monday,10,2017-10,11.03,11.03,11.03,11.03,0,9.98,-0.001809949,9.975,9.8768
3/7/2017,2017,3,7,Tuesday,10,2017-10,11.02,11.02,11.02,11.02,0,9.97,-0.000906663,9.975714286,9.8812
3/8/2017,2017,3,8,Wednesday,10,2017-10,11.01,11.01,11.01,11.01,0,9.96,-0.00090739,9.974285714,9.8856
3/9/2017,2017,3,9,Thursday,10,2017-10,11,11,11,11,0,9.95,-0.00090831,9.973571429,9.8894
3/10/2017,2017,3,10,Friday,10,2017-10,11.02,11.02,11.02,11.02,0,9.97,0.001818176,9.974285714,9.8934
3/13/2017,2017,3,13,Monday,11,2017-11,11.03,11.03,11.03,11.03,0,9.98,0.000907486,9.974285714,9.8978
3/14/2017,2017,3,14,Tuesday,11,2017-11,11.01,11.01,11.01,11.01,0,9.96,-0.001813231,9.973571429,9.902
3/15/2017,2017,3,15,Wednesday,11,2017-11,11.03,11.03,11.03,11.03,0,9.98,0.001816525,9.975714286,9.9066
3/16/2017,2017,3,16,Thursday,11,2017-11,11.04,11.04,11.04,11.04,0,9.99,0.000906663,9.978571429,9.9112
3/17/2017,2017,3,17,Friday,11,2017-11,11.04,11.04,11.04,11.04,0,9.99,0,9.98,9.9152
3/20/2017,2017,3,20,Monday,12,2017-12,11.03,11.03,11.03,11.03,0,9.98,-0.000905842,9.980714286,9.9188
3/21/2017,2017,3,21,Tuesday,12,2017-12,10.98,10.98,10.98,10.98,0,9.94,-0.004533125,9.975,9.9214
3/22/2017,2017,3,22,Wednesday,12,2017-12,10.98,10.98,10.98,10.98,0,9.94,0,9.970714286,9.924
3/23/2017,2017,3,23,Thursday,12,2017-12,10.98,10.98,10.98,10.98,0,9.94,0,9.966428571,9.9262
3/24/2017,2017,3,24,Friday,12,2017-12,10.99,10.99,10.99,10.99,0,9.94,0.000910696,9.963571429,9.9282
3/27/2017,2017,3,27,Monday,13,2017-13,10.99,10.99,10.99,10.99,0,9.94,0,9.961428571,9.93
3/28/2017,2017,3,28,Tuesday,13,2017-13,11.01,11.01,11.01,11.01,0,9.96,0.001819926,9.961428571,9.932
3/29/2017,2017,3,29,Wednesday,13,2017-13,11.03,11.03,11.03,11.03,0,9.98,0.001816525,9.963571429,9.935
3/30/2017,2017,3,30,Thursday,13,2017-13,11.04,11.04,11.04,11.04,0,9.99,0.000906663,9.965,9.9378
3/31/2017,2017,3,31,Friday,13,2017-13,11.04,11.04,11.04,11.04,0,9.99,0,9.965714286,9.9406
4/3/2017,2017,4,3,Monday,14,2017-14,11.03,11.03,11.03,11.03,0,9.98,-0.000905842,9.967142857,9.9432
4/4/2017,2017,4,4,Tuesday,14,2017-14,11.02,11.02,11.02,11.02,0,9.97,-0.000906663,9.966428571,9.946
4/5/2017,2017,4,5,Wednesday,14,2017-14,11.03,11.03,11.03,11.03,0,9.98,0.000907486,9.965714286,9.9484
4/6/2017,2017,4,6,Thursday,14,2017-14,11.03,11.03,11.03,11.03,0,9.98,0,9.965,9.9504
4/7/2017,2017,4,7,Friday,14,2017-14,11.04,11.04,11.04,11.04,0,9.99,0.000906663,9.965714286,9.9522
4/10/2017,2017,4,10,Monday,15,2017-15,11.04,11.04,11.04,11.04,0,9.99,0,9.969285714,9.954
4/11/2017,2017,4,11,Tuesday,15,2017-15,11.04,11.04,11.04,11.04,0,9.99,0,9.972857143,9.9566
4/12/2017,2017,4,12,Wednesday,15,2017-15,11.03,11.03,11.03,11.03,0,9.98,-0.000905842,9.975714286,9.9588
4/13/2017,2017,4,13,Thursday,15,2017-15,11.03,11.03,11.03,11.03,0,9.98,0,9.978571429,9.9608
4/17/2017,2017,4,17,Monday,16,2017-16,11.03,11.03,11.03,11.03,0,9.98,0,9.981428571,9.9628
4/18/2017,2017,4,18,Tuesday,16,2017-16,11,11,11,11,0,9.95,-0.002719894,9.980714286,9.964
4/19/2017,2017,4,19,Wednesday,16,2017-16,11.01,11.01,11.01,11.01,0,9.96,0.000909136,9.979285714,9.9656
4/20/2017,2017,4,20,Thursday,16,2017-16,11.03,11.03,11.03,11.03,0,9.98,0.001816525,9.978571429,9.9678
4/21/2017,2017,4,21,Friday,16,2017-16,11.04,11.04,11.04,11.04,0,9.99,0.000906663,9.978571429,9.97
4/24/2017,2017,4,24,Monday,17,2017-17,11.06,11.06,11.06,11.06,0,10.01,0.001811493,9.980714286,9.972
4/25/2017,2017,4,25,Tuesday,17,2017-17,11.07,11.07,11.07,11.07,0,10.02,0.000904204,9.984285714,9.9736
4/26/2017,2017,4,26,Wednesday,17,2017-17,11.09,11.09,11.09,11.09,0,10.04,0.001806584,9.988571429,9.9754
4/27/2017,2017,4,27,Thursday,17,2017-17,11.09,11.09,11.09,11.09,0,10.04,0,9.992857143,9.977
4/28/2017,2017,4,28,Friday,17,2017-17,11.1,11.1,11.1,11.1,0,10.04,0.000901853,9.996428571,9.9782
5/1/2017,2017,5,1,Monday,18,2017-18,11.1,11.1,11.1,11.1,0,10.04,0,10,9.9798
5/2/2017,2017,5,2,Tuesday,18,2017-18,11.12,11.12,11.12,11.12,0,10.06,0.001801701,10.005,9.9818
5/3/2017,2017,5,3,Wednesday,18,2017-18,11.09,11.09,11.09,11.09,0,10.04,-0.002697881,10.00928571,9.983
5/4/2017,2017,5,4,Thursday,18,2017-18,11.09,11.09,11.09,11.09,0,10.04,0,10.01357143,9.9844
5/5/2017,2017,5,5,Friday,18,2017-18,11.09,11.09,11.09,11.09,0,10.04,0,10.01785714,9.9862
5/8/2017,2017,5,8,Monday,19,2017-19,11.08,11.08,11.08,11.08,0,10.03,-0.000901663,10.02357143,9.9878
5/9/2017,2017,5,9,Tuesday,19,2017-19,11.09,11.09,11.09,11.09,0,10.04,0.000902477,10.02928571,9.9892
5/10/2017,2017,5,10,Wednesday,19,2017-19,11.09,11.09,11.09,11.09,0,10.04,0,10.03357143,9.9906
5/11/2017,2017,5,11,Thursday,19,2017-19,11.09,11.09,11.09,11.09,0,10.04,0,10.03714286,9.991
5/12/2017,2017,5,12,Friday,19,2017-19,11.1,11.1,11.1,11.1,0,10.04,0.000901853,10.03928571,9.9918
5/15/2017,2017,5,15,Monday,20,2017-20,11.11,11.11,11.11,11.11,0,10.05,0.000900756,10.04142857,9.9928
5/16/2017,2017,5,16,Tuesday,20,2017-20,11.12,11.12,11.12,11.12,0,10.06,0.000900135,10.04285714,9.9944
5/17/2017,2017,5,17,Wednesday,20,2017-20,11.1,11.1,11.1,11.1,0,10.04,-0.001798461,10.04285714,9.9958
5/18/2017,2017,5,18,Thursday,20,2017-20,11.1,11.1,11.1,11.1,0,10.04,0,10.04285714,9.9974
5/19/2017,2017,5,19,Friday,20,2017-20,11.11,11.11,11.11,11.11,0,10.05,0.000900756,10.04357143,9.9994
5/22/2017,2017,5,22,Monday,21,2017-21,11.13,11.13,11.13,11.13,0,10.07,0.001800269,10.04428571,10.0014
5/23/2017,2017,5,23,Tuesday,21,2017-21,11.12,11.12,11.12,11.12,0,10.06,-0.000898517,10.04571429,10.003
5/24/2017,2017,5,24,Wednesday,21,2017-21,11.14,11.14,11.14,11.14,0,10.08,0.00179865,10.04857143,10.0054
5/25/2017,2017,5,25,Thursday,21,2017-21,11.15,11.15,11.15,11.15,0,10.09,0.000897616,10.05214286,10.0076
5/26/2017,2017,5,26,Friday,21,2017-21,11.15,11.15,11.15,11.15,0,10.09,0,10.05642857,10.0096
5/30/2017,2017,5,30,Tuesday,22,2017-22,11.14,11.14,11.14,11.14,0,10.08,-0.000896811,10.05928571,10.0114
5/31/2017,2017,5,31,Wednesday,22,2017-22,11.14,11.14,11.14,11.14,0,10.08,0,10.06214286,10.0134
6/1/2017,2017,6,1,Thursday,22,2017-22,11.16,11.16,11.16,11.16,0,10.1,0.001795421,10.06642857,10.0166
6/2/2017,2017,6,2,Friday,22,2017-22,11.17,11.17,11.17,11.17,0,10.11,0.000895913,10.07142857,10.02
6/5/2017,2017,6,5,Monday,23,2017-23,11.17,11.17,11.17,11.17,0,10.11,0,10.07571429,10.0234
6/6/2017,2017,6,6,Tuesday,23,2017-23,11.17,11.17,11.17,11.17,0,10.11,0,10.07928571,10.0268
6/7/2017,2017,6,7,Wednesday,23,2017-23,11.17,11.17,11.17,11.17,0,10.11,0,10.08428571,10.0302
6/8/2017,2017,6,8,Thursday,23,2017-23,11.18,11.18,11.18,11.18,0,10.12,0.000895299,10.09,10.0334
6/9/2017,2017,6,9,Friday,23,2017-23,11.17,11.17,11.17,11.17,0,10.11,-0.000894499,10.09428571,10.036
6/12/2017,2017,6,12,Monday,24,2017-24,11.15,11.15,11.15,11.15,0,10.09,-0.001790505,10.09571429,10.038
6/13/2017,2017,6,13,Tuesday,24,2017-24,11.17,11.17,11.17,11.17,0,10.11,0.001793716,10.09928571,10.0404
6/14/2017,2017,6,14,Wednesday,24,2017-24,11.17,11.17,11.17,11.17,0,10.11,0,10.10142857,10.043
6/15/2017,2017,6,15,Thursday,24,2017-24,11.14,11.14,11.14,11.14,0,10.08,-0.00268571,10.10071429,10.0452
6/16/2017,2017,6,16,Friday,24,2017-24,11.15,11.15,11.15,11.15,0,10.09,0.000897616,10.10071429,10.0474
6/19/2017,2017,6,19,Monday,25,2017-25,11.17,11.17,11.17,11.17,0,10.11,0.001793716,10.10285714,10.05
6/20/2017,2017,6,20,Tuesday,25,2017-25,11.15,11.15,11.15,11.15,0,10.09,-0.001790505,10.10357143,10.052
6/21/2017,2017,6,21,Wednesday,25,2017-25,11.17,11.17,11.17,11.17,0,10.11,0.001793716,10.10428571,10.0544
6/22/2017,2017,6,22,Thursday,25,2017-25,11.18,11.18,11.18,11.18,0,10.12,0.000895299,10.105,10.057
6/23/2017,2017,6,23,Friday,25,2017-25,11.2,11.2,11.2,11.2,0,10.13,0.001788903,10.10642857,10.06
6/26/2017,2017,6,26,Monday,26,2017-26,11.2,11.2,11.2,11.2,0,10.13,0,10.10785714,10.063
6/27/2017,2017,6,27,Tuesday,26,2017-26,11.18,11.18,11.18,11.18,0,10.12,-0.001785709,10.10857143,10.0658
6/28/2017,2017,6,28,Wednesday,26,2017-26,11.2,11.2,11.2,11.2,0,10.13,0.001788903,10.10928571,10.0694
6/29/2017,2017,6,29,Thursday,26,2017-26,11.18,11.18,11.18,11.18,0,10.12,-0.001785709,10.11,10.0726
6/30/2017,2017,6,30,Friday,26,2017-26,11.18,11.18,11.18,11.18,0,10.12,0,10.11214286,10.0754
7/3/2017,2017,7,3,Monday,27,2017-27,11.18,11.18,11.18,11.18,0,10.12,0,10.11285714,10.078
7/5/2017,2017,7,5,Wednesday,27,2017-27,11.18,11.18,11.18,11.18,0,10.12,0,10.11357143,10.0802
7/6/2017,2017,7,6,Thursday,27,2017-27,11.17,11.17,11.17,11.17,0,10.11,-0.000894499,10.11571429,10.082
7/7/2017,2017,7,7,Friday,27,2017-27,11.17,11.17,11.17,11.17,0,10.11,0,10.11714286,10.0834
7/10/2017,2017,7,10,Monday,28,2017-28,11.17,11.17,11.17,11.17,0,10.11,0,10.11714286,10.0848
7/11/2017,2017,7,11,Tuesday,28,2017-28,11.18,11.18,11.18,11.18,0,10.12,0.000895299,10.11928571,10.0864
7/12/2017,2017,7,12,Wednesday,28,2017-28,11.2,11.2,11.2,11.2,0,10.13,0.001788903,10.12071429,10.0882
7/13/2017,2017,7,13,Thursday,28,2017-28,11.2,11.2,11.2,11.2,0,10.13,0,10.12142857,10.0896
7/14/2017,2017,7,14,Friday,28,2017-28,11.21,11.21,11.21,11.21,0,10.14,0.000892901,10.12214286,10.0916
7/17/2017,2017,7,17,Monday,29,2017-29,11.22,11.22,11.22,11.22,0,10.15,0.000891917,10.12357143,10.0938
7/18/2017,2017,7,18,Tuesday,29,2017-29,11.22,11.22,11.22,11.22,0,10.15,0,10.12571429,10.096
7/19/2017,2017,7,19,Wednesday,29,2017-29,11.22,11.22,11.22,11.22,0,10.15,0,10.12714286,10.0984
7/20/2017,2017,7,20,Thursday,29,2017-29,11.22,11.22,11.22,11.22,0,10.15,0,10.12928571,10.1006
7/21/2017,2017,7,21,Friday,29,2017-29,11.23,11.23,11.23,11.23,0,10.16,0.00089131,10.13214286,10.103
7/24/2017,2017,7,24,Monday,30,2017-30,11.23,11.23,11.23,11.23,0,10.16,0,10.135,10.1054
7/25/2017,2017,7,25,Tuesday,30,2017-30,11.25,11.25,11.25,11.25,0,10.18,0.001780938,10.13928571,10.1082
7/26/2017,2017,7,26,Wednesday,30,2017-30,11.26,11.26,11.26,11.26,0,10.19,0.000888933,10.145,10.111
7/27/2017,2017,7,27,Thursday,30,2017-30,11.24,11.24,11.24,11.24,0,10.17,-0.001776287,10.14928571,10.1132
7/28/2017,2017,7,28,Friday,30,2017-30,11.24,11.24,11.24,11.24,0,10.17,0,10.15357143,10.1158
7/31/2017,2017,7,31,Monday,31,2017-31,11.23,11.23,11.23,11.23,0,10.16,-0.00088963,10.15642857,10.1182
8/1/2017,2017,8,1,Tuesday,31,2017-31,11.22,11.22,11.22,11.22,0,10.15,-0.000890516,10.15785714,10.1202
8/2/2017,2017,8,2,Wednesday,31,2017-31,11.22,11.22,11.22,11.22,0,10.15,0,10.15928571,10.1218
8/3/2017,2017,8,3,Thursday,31,2017-31,11.21,11.21,11.21,11.21,0,10.14,-0.000891122,10.15928571,10.1234
8/4/2017,2017,8,4,Friday,31,2017-31,11.22,11.22,11.22,11.22,0,10.15,0.000891917,10.15928571,10.1248
8/7/2017,2017,8,7,Monday,32,2017-32,11.22,11.22,11.22,11.22,0,10.15,0,10.15928571,10.126
8/8/2017,2017,8,8,Tuesday,32,2017-32,11.22,11.22,11.22,11.22,0,10.15,0,10.15928571,10.1272
8/9/2017,2017,8,9,Wednesday,32,2017-32,11.19,11.19,11.19,11.19,0,10.13,-0.002673835,10.15785714,10.1282
8/10/2017,2017,8,10,Thursday,32,2017-32,11.18,11.18,11.18,11.18,0,10.12,-0.000893511,10.155,10.129
8/11/2017,2017,8,11,Friday,32,2017-32,11.18,11.18,11.18,11.18,0,10.12,0,10.15214286,10.1294
8/14/2017,2017,8,14,Monday,33,2017-33,11.19,11.19,11.19,11.19,0,10.13,0.00089431,10.14857143,10.1298
8/15/2017,2017,8,15,Tuesday,33,2017-33,11.17,11.17,11.17,11.17,0,10.11,-0.00178721,10.14285714,10.1298
8/16/2017,2017,8,16,Wednesday,33,2017-33,11.2,11.2,11.2,11.2,0,10.13,0.002685804,10.14,10.1302
8/17/2017,2017,8,17,Thursday,33,2017-33,11.2,11.2,11.2,11.2,0,10.13,0,10.13714286,10.1306
8/18/2017,2017,8,18,Friday,33,2017-33,11.19,11.19,11.19,11.19,0,10.13,-0.000892995,10.135,10.1308
8/21/2017,2017,8,21,Monday,34,2017-34,11.2,11.2,11.2,11.2,0,10.13,0.000893794,10.13357143,10.1312
8/22/2017,2017,8,22,Tuesday,34,2017-34,11.21,11.21,11.21,11.21,0,10.14,0.000892901,10.13285714,10.1322
8/23/2017,2017,8,23,Wednesday,34,2017-34,11.21,11.21,11.21,11.21,0,10.14,0,10.13285714,10.1328
8/24/2017,2017,8,24,Thursday,34,2017-34,11.22,11.22,11.22,11.22,0,10.15,0.000891917,10.13285714,10.1336
8/25/2017,2017,8,25,Friday,34,2017-34,11.22,11.22,11.22,11.22,0,10.15,0,10.13285714,10.135
8/28/2017,2017,8,28,Monday,35,2017-35,11.23,11.23,11.23,11.23,0,10.16,0.00089131,10.13357143,10.1364
8/29/2017,2017,8,29,Tuesday,35,2017-35,11.23,11.23,11.23,11.23,0,10.16,0,10.13571429,10.1374
8/30/2017,2017,8,30,Wednesday,35,2017-35,11.24,11.24,11.24,11.24,0,10.17,0.000890422,10.13928571,10.139
8/31/2017,2017,8,31,Thursday,35,2017-35,11.26,11.26,11.26,11.26,0,10.19,0.001779448,10.14428571,10.1406
9/1/2017,2017,9,1,Friday,35,2017-35,11.28,11.28,11.28,11.28,0,10.21,0.0017761,10.15,10.1424
9/5/2017,2017,9,5,Tuesday,36,2017-36,11.27,11.27,11.27,11.27,0,10.2,-0.000886382,10.15642857,10.1438
9/6/2017,2017,9,6,Wednesday,36,2017-36,11.27,11.27,11.27,11.27,0,10.2,0,10.16142857,10.1452
9/7/2017,2017,9,7,Thursday,36,2017-36,11.29,11.29,11.29,11.29,0,10.22,0.001774524,10.16785714,10.1472
9/8/2017,2017,9,8,Friday,36,2017-36,11.28,11.28,11.28,11.28,0,10.21,-0.000885783,10.17357143,10.1488
9/11/2017,2017,9,11,Monday,37,2017-37,11.28,11.28,11.28,11.28,0,10.21,0,10.17928571,10.1506
9/12/2017,2017,9,12,Tuesday,37,2017-37,11.28,11.28,11.28,11.28,0,10.21,0,10.18428571,10.1524
9/13/2017,2017,9,13,Wednesday,37,2017-37,11.26,11.26,11.26,11.26,0,10.19,-0.001772951,10.18785714,10.1538
9/14/2017,2017,9,14,Thursday,37,2017-37,11.24,11.24,11.24,11.24,0,10.17,-0.001776287,10.18928571,10.1548
9/15/2017,2017,9,15,Friday,37,2017-37,11.24,11.24,11.24,11.24,0,10.17,0,10.19071429,10.156
9/18/2017,2017,9,18,Monday,38,2017-38,11.24,11.24,11.24,11.24,0,10.17,0,10.19142857,10.1572
